Video_ID,Title,Channel,Publish_Date,Publish_Time,Views,Likes,Disliked,Comment_Count,Video_Tags,Video_Description
NuonD5G28L8,Closing remarks - GitHub Satellite 2020,GitHub,2020-05-08,17:46:48,2349,42,42,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github satellite', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'innersource', 'enterprise software', 'github satellite 2020', 'Erica Brescia']","Presented by Erica Brescia, COO, GitHubGitHub Satellite: A community connected by codeOn May 6th, we threw a free virtual event featuring developers working together on the world’s software, announcements from the GitHub team, and inspiring performances by artists who code.More information: https://githubsatellite.comSchedule: https://githubsatellite.com/schedule/"
pYzfGaLTqC0,Finding security vulnerabilities in JavaScript with CodeQL - GitHub Satellite 2020,GitHub,2020-05-08,06:00:18,1629,50,50,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github satellite', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'innersource', 'enterprise software', 'github satellite 2020']","CodeQL is GitHub's expressive language and engine for code analysis, which allows you to explore source code to find bugs and security vulnerabilities. During this beginner-friendly workshop, you will learn to write queries in CodeQL and find known security vulnerabilities in open source JavaScript projects.GitHub Satellite: A community connected by codeOn May 6th, we threw a free virtual event featuring developers working together on the world’s software, announcements from the GitHub team, and inspiring performances by artists who code.More information: https://githubsatellite.comSchedule: https://githubsatellite.com/schedule/"
nvCd0Ee4FgE,Finding security vulnerabilities in Java with CodeQL - GitHub Satellite 2020,GitHub,2020-05-08,06:00:18,1083,30,30,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github satellite', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'innersource', 'enterprise software', 'github satellite 2020']","CodeQL is GitHub's expressive language and engine for code analysis, which allows you to explore source code to find bugs and security vulnerabilities. During this beginner-friendly workshop, you will learn to write queries in CodeQL and find known security vulnerabilities in open source Java projects.GitHub Satellite: A community connected by codeOn May 6th, we threw a free virtual event featuring developers working together on the world’s software, announcements from the GitHub team, and inspiring performances by artists who code.More information: https://githubsatellite.comSchedule: https://githubsatellite.com/schedule/"
PYsZeFTdJ50,Continuous delivery with GitHub Actions - GitHub Satellite 2020,GitHub,2020-05-08,06:00:17,437,8,8,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github satellite', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'innersource', 'enterprise software', 'github satellite 2020']","GitHub Actions gives us the power to use our repositories to speed up the delivery of our software and applications, all from one central point of truth. This workshop will provide you with hands-on experiences with GitHub Actions to leverage GitHub package registry and safely deploy applications to the cloud.GitHub Satellite: A community connected by codeOn May 6th, we threw a free virtual event featuring developers working together on the world’s software, announcements from the GitHub team, and inspiring performances by artists who code.More information: https://githubsatellite.comSchedule: https://githubsatellite.com/schedule/"
cyh8DU2QPzg,Continuous integration with GitHub Actions - GitHub Satellite 2020,GitHub,2020-05-08,06:00:18,1142,23,23,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github satellite', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'innersource', 'enterprise software', 'github satellite 2020']","""GitHub Actions gives teams world-class CI capabilities, helping developers merge and deploy code many times in a single day. The silent power of GitHub Actions lies in its ability to programmatically define just about any workflow to mirror your team’s processes. In this workshop, you'll learn how to:Create and use multiple, customized workflowsImplement a unit testing framework using GitHub ActionsUse multiple jobs in a workflow and pass artifacts between jobsConfigure a repository to work in conjunction with GitHub Actions workflows and your team's workflow.""GitHub Satellite: A community connected by codeOn May 6th, we threw a free virtual event featuring developers working together on the world’s software, announcements from the GitHub team, and inspiring performances by artists who code.More information: https://githubsatellite.comSchedule: https://githubsatellite.com/schedule/"
wcxOJq9YemE,Building GitHub integrations with webhooks and REST- GitHub Satellite 2020,GitHub,2020-05-08,06:00:29,439,15,15,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github satellite', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'innersource', 'enterprise software', 'github satellite 2020']","Webhooks are valuable tools for powering real-time integrations and workflows in your project’s existing tools. This session will walk through an approach of building a webhook-powered application that acts on events as they take place on GitHub. You will also learn how to use the GitHub REST API through the Octokit SDK to call for additional resources after receiving an event.GitHub Satellite: A community connected by codeOn May 6th, we threw a free virtual event featuring developers working together on the world’s software, announcements from the GitHub team, and inspiring performances by artists who code.More information: https://githubsatellite.comSchedule: https://githubsatellite.com/schedule/"
l3g41dGObJ4,Building automations with GitHub Apps and GraphQL - GitHub Satellite 2020,GitHub,2020-05-08,06:00:18,763,13,13,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github satellite', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'innersource', 'enterprise software', 'github satellite 2020']","Have you ever wondered how to make cool robots that can help manage repositories? This session will show you how to bootstrap a GitHub App and get it running in under one hour. Speakers Mark Tareshawty and Andrew Hoglund will walk you through selecting composite resources from the GraphQL API and generating a starter application in JavaScript with authentication.GitHub Satellite: A community connected by codeOn May 6th, we threw a free virtual event featuring developers working together on the world’s software, announcements from the GitHub team, and inspiring performances by artists who code.More information: https://githubsatellite.comSchedule: https://githubsatellite.com/schedule/"
ECdxifljjE4,ART MACHINES: fostering digital creativity through live coding and ML - GitHub Satellite 2020,GitHub,2020-05-08,06:00:18,341,15,15,Comments disabled/turned off.,N/A,"Creative Coders use machines to create aesthetic and surprising experiences. This 90-minute set, curated by Dutch digital arts community Creative Coding Utrecht, presents a dynamic array of work coming from the creative coding community in Europe. from playful uses of machine learning to live coding to create experimental, improvised visuals and music.Saskia Freeke & Timo HooglandAmalgamA live-coding performance combining high contrast geometric 2D visuals coded in Hydra mapped to audioreactive 3D objects with decimated deep techno coded in Mercury. Hydra is a browser-based visual coding environment, Mercury is a highly abstracted language for algorithmic composition of electronic music coded in MaxMSP, NodeJS and OpenGL. About the title: In chemistry the element Mercury can form an alloy with another metallic element. This combination of two metals is called an amalgam.Edwin Jakobs, RNDRLive coding with OPENRNDRIn this session I talk about creative coding, live coding and OPENRNDR. Creative coding is not strictly defined, but in this session's context it is the process of writing software for (or as) artistic expression. Then, live coding is the idea of software that can be changed while it runs. The ability to quickly iterate over ideas makes live coding an exciting tool for creative coders. I focus in this talk on OPENRNDR, which is an opensource framework for creative coding that has recently received tools for live coding.Andreas Refsgaard, InflationPlayful machine learningInteraction designer and digital artist Andreas Refsgaard will break down a few fun interactive projects, and will guide everyone with a webcam and a browser to try them out themselves. GitHub Satellite: A community connected by codeOn May 6th, we threw a free virtual event featuring developers working together on the world’s software, announcements from the GitHub team, and inspiring performances by artists who code.More information: https://githubsatellite.comSchedule: https://githubsatellite.com/schedule/"
dy2eYaNxaQc,How to get from idea to contribution in minutes - GitHub Satellite 2020,GitHub,2020-05-07,22:27:40,1652,57,57,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github satellite', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'innersource', 'enterprise software', 'github satellite 2020', 'Sasha Rosenbaum']","Presented by Sasha Rosenbaum, Product Manager, GitHubHow long does it take you to get a new developer up to speed on an open source project or an enterprise development team? Three weeks? Three days? Learn how new GitHub features can save you valuable onboarding time—and get developers ready to code faster.GitHub Satellite: A community connected by codeOn May 6th, we threw a free virtual event featuring developers working together on the world’s software, announcements from the GitHub team, and inspiring performances by artists who code.More information: https://githubsatellite.comSchedule: https://githubsatellite.com/schedule/"
U8NpT_myO9A,Algorithmic Positivity Symphony - GitHub Satellite 2020,GitHub,2020-05-08,06:00:34,826,13,13,Comments disabled/turned off.,"['git', 'github']","During the time of lockdown and isolation, Mynah Marie collected messages of positivity, hope and strength from people around the world. Using the power of code and algorithms, she'll join all these voices into one musical performance.Mynah Marie is a musician, programmer and live coder from Montreal, Canada. Some of the artists she collaborated with are Fazal Qureshi (India), Din Din Aviv and Mayumena (Israel) and Casa Verde Colectivo (Mexico). With Earth To Abigail, Mynah joins her passion for music and programming in the hopes of opening up conversations about the relationship between Art and technology in our society.GitHub Satellite: A community connected by codeOn May 6th, we threw a free virtual event featuring developers working together on the world’s software, announcements from the GitHub team, and inspiring performances by artists who code.More information: https://githubsatellite.comSchedule: https://githubsatellite.com/schedule/"
5LlTto6NIFA,The Weird Algorithm - GitHub Satellite 2020,GitHub,2020-05-08,06:00:31,684,15,15,Comments disabled/turned off.,N/A,"The Weird Algorithm is a program that creates KARAOKE MASHUPS by replacing the lyrics to a SONG with matching lines from a specific SOURCE TEXT.  For example: 'I Want It That Way' with replacement lines from Mean Girls, or 'Mr. Brightside' with lines from Craigslist ads. In this session, we will combine songs and texts based on audience requests and then sing the generated results live.Jamie Brew is a writer and software engineer living in Seattle. He runs the creative technology group Botnik and was previously a writer and editor at The Onion and Clickhole.GitHub Satellite: A community connected by codeOn May 6th, we threw a free virtual event featuring developers working together on the world’s software, announcements from the GitHub team, and inspiring performances by artists who code.More information: https://githubsatellite.comSchedule: https://githubsatellite.com/schedule/"
UKVNmHCxwk4,Building a Fantasy Game Console - GitHub Satellite 2020,GitHub,2020-05-08,06:00:29,378,14,14,Comments disabled/turned off.,N/A,"In this talk, Jesse Freeman, will walk you through how he created his open source Fantasy Game Console, Pixel Vision 8. He'll also cover the general architecture of Pixel Vision 8, how #Lua is used on top of C# for scripting, and finally how to build the engine from the GitHub source code. At the end of the talk, you'll know everything you need to start making PV8 games in C# or Lua.Twitter: @jessefreemanGitHub Satellite: A community connected by codeOn May 6th, we threw a free virtual event featuring developers working together on the world’s software, announcements from the GitHub team, and inspiring performances by artists who code.More information: https://githubsatellite.comSchedule: https://githubsatellite.com/schedule/"
sRLWIAPaiRI,Creative Coding in p5.js - GitHub Satellite 2020,GitHub,2020-05-08,06:00:18,1360,42,42,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github satellite', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat']","Presented by Cassie TarakajianHave you written code before, but never thought about how it could be used for art? What are the artistic possibilities for software? This session will introduce the foundational concepts of creative coding through p5.js, a JavaScript library with a focus on making coding accessible and inclusive for artists, designers, educators, beginners, and anyone else. This session will explore how software techniques, such as algorithms, randomness, data, and interactivity can be applied to creative work. Familiarity with JavaScript or code syntax is recommended.Cassie Tarakajian (they/them) is a technologist and artist based in Brooklyn, New York. Their work focuses on creative tools, working as an engineer at Cycling ’74 and as the lead developer and maintainer on the open source p5.js Web Editor. They also teach creative coding workshops and classes, and serve as an adjunct professor at NYU ITP. Past artistic projects range from generating sonnets from Wikipedia contributions to teaching computers how to love as a member of the band Lullabies for AI.GitHub Satellite: A community connected by codeOn May 6th, we threw a free virtual event featuring developers working together on the world’s software, announcements from the GitHub team, and inspiring performances by artists who code.More information: https://githubsatellite.comSchedule: https://githubsatellite.com/schedule/"
Qyoz5p6WZUg,Frontiers of neural arts - GitHub Satellite 2020,GitHub,2020-05-08,06:00:18,322,13,13,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github satellite', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'innersource', 'enterprise software', 'github satellite 2020']","Presented by Gene KoganOver the past several years, two trends in machine learning have converged to pique the curiosity of artists working with code: the growing popularity of powerful open source deep learning frameworks like Torch and TensorFlow, and the emergence of data-intensive generative models for hallucinating images, sounds, and text as though they came from the oeuvre of Shakespeare, Picasso, or just a gigantic database of digitized cats. This talk will review these developments, present various artworks, and offer a set of interdisciplinary tools and learning resources for artists and data scientists alike, if ever there was a difference to begin with.Gene Kogan is an artist and a programmer who is interested in autonomous systems, collective intelligence, generative art, and computer science. He is a collaborator within numerous open-source software projects, and gives workshops and lectures on topics at the intersection of code and art. Gene initiated ml4a, a free book about machine learning for creative practice, and regularly publishes video lectures, writings, and tutorials to facilitate a greater public understanding of the subject. GitHub Satellite: A community connected by codeOn May 6th, we threw a free virtual event featuring developers working together on the world’s software, announcements from the GitHub team, and inspiring performances by artists who code.More information: https://githubsatellite.comSchedule: https://githubsatellite.com/schedule/"
0OHzS5lOlpo,Creative Machine Learning with RunwayML - GitHub Satellite 2020,GitHub,2020-05-08,06:00:34,603,13,13,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github satellite', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'innersource', 'enterprise software', 'github satellite 2020']","Presented by Cristóbal Valenzuela Barrera, and Anastasis GermanidisExplore and experiment with the creative possibilities of machine learning with this hands-on session exploring how to use and train your own models with RunwayML.Cristóbal Valenzuela is a Chilean-born technologist and software developer. He is a co-founder of RunwayML. Previously, he was a researcher at New York University mainly working on the development of ml5.js.Anastasis Germanidis is a software engineer and artist interested in generative media. He's currently co-founder and CTO at Runway, where he’s focusing on making machine learning accessible to designers, artists, and other creators. His artwork has been shown internationally across the US and Europe, including at Ars Electronica Festival, Festival de Cannes - Le Marché du Film, Megaron - The Athens Concert Hall, and the The Museum of Moving Image, and featured in The Telegraph, Die Zeit, WIRED, Fast Company, and Mashable, among other outlets.GitHub Satellite: A community connected by codeOn May 6th, we threw a free virtual event featuring developers working together on the world’s software, announcements from the GitHub team, and inspiring performances by artists who code.More information: https://githubsatellite.comSchedule: https://githubsatellite.com/schedule/"
QD_frigh5ak,Livecoded Compositions - GitHub Satellite 2020,GitHub,2020-05-08,06:00:18,252,7,7,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github satellite', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat']","Livecoded Compositions is a series of musical motifs and remixes using livecoding and an analog synthesizer. The compositions are created with the open-source tool TidalCycles and a trusty Korg MS-20 synthesizer.Dan Gorelick is a Brooklyn based musician and technologist whose work focuses on creating musical experiences that are collaborative and accessible. His work combines hardware and web technologies to create sound installations and musical performances. He is a classically trained cellist and lifelong musician. His creative practice explores the playful side of technology, creating web experiments and musical instruments with code. As a member of the Livecode.NYC community he teaches Livecoding workshops and performs music at Livecoding shows.GitHub Satellite: A community connected by codeOn May 6th, we threw a free virtual event featuring developers working together on the world’s software, announcements from the GitHub team, and inspiring performances by artists who code.More information: https://githubsatellite.comSchedule: https://githubsatellite.com/schedule/"
-8YgwVJQlYw,Coding Augmented Reality Live - GitHub Satellite 2020,GitHub,2020-05-08,06:00:18,761,22,22,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github satellite', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'innersource', 'enterprise software', 'github satellite 2020']","Coding Augmented Reality Live (CARL) is an open-source livecoding environment created by Chirag Davé and Char Stiles. In this session, Char will use CARL to code a 3D shader from scratch, which you can use your phone to see in augmented reality. Char will comment her code and use descriptive variable names so you can get a sense of what each line is doing. This performance is set to a soundtrack by Dan Gorelick. You can read more about CARL (and see a video which explains it better) here: Charstiles.com/carlChar Stiles is a multidisciplinary digital artist. She works using emerging technologies as tools for expression. Using computational systems and algorithms she is producing pieces that spans disciplines such as video, dance, interactive installation, performance and online works.GitHub Satellite: A community connected by codeOn May 6th, we threw a free virtual event featuring developers working together on the world’s software, announcements from the GitHub team, and inspiring performances by artists who code.More information: https://githubsatellite.comSchedule: https://githubsatellite.com/schedule/"
-_9TliNB8k0,Lockdown Algorave - GitHub Satellite 2020,GitHub,2020-05-08,06:00:18,144,3,3,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github satellite', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'innersource', 'enterprise software', 'github satellite 2020']","An Algorave performance lockdown style, transmitted live from the UK, with visuals from Antonio Roberts (aka hellocatfood) and music from Alex McLean (aka yaxu), all live coded. All code will be shared live, as it's created and manipulated, for your pleasure!Alex (@yaxu) explores algorithmic pattern, both in music as co-founder of Algorave and the TOPLAP live coding movement, and in textiles as researcher of ancient Greek weave structures. He has performed widely with his handmade livecoding systems since the year 2000, including at Sonar, Bluedot, Shambala, Transmediale and Glastonbury festivals. He is active across the digital arts as researcher and practitioner, organising hundreds of events including Sheffield's """"AlgoMech"""" festival of algorithmic and mechanical movement. He created the popular free/open source TidalCycles environment for algorithmic pattern, now adopted by a worldwide community. He is also an active researcher, holding a PhD in Arts and Computational Technology with Goldsmiths, and currently working as part of the Research Institute of the History of Science and Technology, Deutsches Museum Munich.hellocatfood is the alias of Antonio Roberts, an artist and curator based in Birmingham, UK. For his live performances he uses software including Pure Data to explore the creative potential of algorithms, glitches, and feedback loops. He has provided visuals for the likes of MTV, Com Truise, Blood Sport, Steve Davis, Renick Bell and My Panda Shall Fly and at events including SXSW, Supersonic Festival, Barbican, Green Man festival and more.GitHub Satellite: A community connected by codeOn May 6th, we threw a free virtual event featuring developers working together on the world’s software, announcements from the GitHub team, and inspiring performances by artists who code.More information: https://githubsatellite.comSchedule: https://githubsatellite.com/schedule/"
nQRRVR3Usag,HIPERSONICA - GitHub Satellite 2020,GitHub,2020-05-08,06:00:38,842,11,11,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github satellite', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'innersource', 'enterprise software', 'github satellite 2020']","Alexandra Cardenas will perform her album HIPERSONICA, created with Tidal Cycles, an open source live coding language.Alexandra’s work focuses on the algorithmic behavior of music, and the exploration of musicality within code. She is a core member of the international algorave community and performs worldwide using the live coding platforms SuperCollider and TidalCycles. In 2017, she was the Chair of the International Live Coding Conference in Morelia, Mexico.GitHub Satellite: A community connected by codeOn May 6th, we threw a free virtual event featuring developers working together on the world’s software, announcements from the GitHub team, and inspiring performances by artists who code.More information: https://githubsatellite.comSchedule: https://githubsatellite.com/schedule/"
6ADAoz34KHU,Hiperfragmentación - GitHub Satellite 2020,GitHub,2020-05-08,06:00:18,118,2,2,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github satellite', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'innersource', 'enterprise software']","The dreams of a machine as it falls apart. Performance of live coding and live electronics by Olivia Jack and Jose Marulanda.Olivia Jack is a programmer and artist who works frequently with open-source software, cartography, live coding, and experimental interfaces.  She is the developer of Hydra, a platform for live-coding visuals inspired by analog video synthesis. In Bogotá, she works with the performance laboratory ATI-erra, creating interactive visuals for dance and theater.Jose Marulanda is a music producer and sound designer from Barranquilla, Colombia whose work draws together traditional, dance and experimental music, sound installation, performance and sound designing.GitHub Satellite: A community connected by codeOn May 6th, we threw a free virtual event featuring developers working together on the world’s software, announcements from the GitHub team, and inspiring performances by artists who code.More information: https://githubsatellite.comSchedule: https://githubsatellite.com/schedule/"
7AYAKxLi7Mw,Ponicode AI Rap Battle - GitHub Satellite 2020,GitHub,2020-05-08,06:00:35,1083,32,32,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github satellite', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'innersource', 'enterprise software', 'github satellite 2020', 'Ponicode']","Featuring Ponicode, and the defender of Humanity, Larry Charles Jr. Ponicode’s AI-driven rap lyric generator goes up against a human rapper in this epic battle of man vs. machine, with the winner determined by popular vote.Larry Charles Jr. is a Connecticut born video game developer with a knack for clever wordplay and all things creative. Instagram: https://www.instagram.com/larrycharlesjrYoutube: https://www.youtube.com/c/RapTutorialsYThttps://www.larrycharlesjr.com/Ponicode is on a mission to help developers unleash their code. We help developers focus on what they like doing the most, on the exciting parts of their job. We offer a low code unit testing solution that allows you to create, modify and visualize unit tests in just a few clicks on our straightforward AI-powered interface.https://ponicode.com/  GitHub Satellite: A community connected by codeOn May 6th, we threw a free virtual event featuring developers working together on the world’s software, announcements from the GitHub team, and inspiring performances by artists who code.More information: https://githubsatellite.comSchedule: https://githubsatellite.com/schedule/"
dJbMImgvnKU,Sam Aaron - GitHub Satellite 2020,GitHub,2020-05-08,06:00:42,1909,17,17,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github satellite', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'innersource', 'enterprise software', 'github satellite 2020', 'sam aaron', 'sonic pi', 'live coding', 'live coding music', 'sonic pi live']","An improvised DJ session live coded with Sonic Pi, by the creator and maintainer, Sam Aaron.Sam sees code as a creative form of expression for everyone not just professional programmers. Sam created Sonic Pi, a live coding music environment, in order to lower the barriers to entry for a creative experience with code for everyone.Sam has live coded internationally featuring in the Royal Albert Hall, Berlin Warehouses, Music Festivals, on the BBC and even school assemblies. The Rolling Stone magazine described his Moogfest performance as “transcending the present”. GitHub Satellite: A community connected by codeOn May 6th, we threw a free virtual event featuring developers working together on the world’s software, announcements from the GitHub team, and inspiring performances by artists who code.More information: https://githubsatellite.comSchedule: https://githubsatellite.com/schedule/"
T6sW1Dk9B4E,What every GitHub user should know about VS Code - GitHub Satellite 2020,GitHub,2020-05-07,07:46:01,19553,325,325,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github satellite', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'innersource', 'enterprise software', 'github satellite 2020', 'Sana Ajani', 'Burke Holland']","Presented bySana Ajani, Program Manager, MicrosoftBurke Holland, Developer Advocate, MicrosoftOver the past year, VS Code has been hard at work delivering tighter and more seamless integration with GitHub. From viewing diffs and commit history, to managing PRs and conducting code reviews to creating issues - VS Code has re-imagined what it means to ""code"" when GitHub is a fundamental part of the experience. In this session, we'll take a look at the features and extensions for VS Code that might change the way you think.GitHub Satellite: A community connected by codeOn May 6th, we threw a free virtual event featuring developers working together on the world’s software, announcements from the GitHub team, and inspiring performances by artists who code.More information: https://githubsatellite.comSchedule: https://githubsatellite.com/schedule/"
7P9JDf4Lc0Y,Using GitHub Actions and HashiCorp Terraform - GitHub Satellite 2020,GitHub,2020-05-07,07:46:30,1468,14,14,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github satellite', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'innersource', 'enterprise software', 'github satellite 2020']","Presented by Anubhav Mishra, Technical Advisor to the CTO, HashiCorpSpeed is an important success metric for modern development teams. As enterprises start to scale in multi-cloud environments, the Continuous Integration/Continuous Deployment (CI/CD) process is no longer just a developer specific workflow, but a DevOps workflow where both development and operations coordinate their tasks to move forward rapidly. GitHub and HashiCorp are working closely to build an end-to-end DevOps workflow encompassing the entire application development lifecycle. Together we help provide a powerful CI/CD solution that prevents developers and operators from having to wait for their respective tasks to be completed, accelerating delivery. Join this session to learn and see how an updated GitHub Actions and HashiCorp Terraform workflow can simplify collaboration and increase your development team’s velocity through infrastructure automation and applications both delivered as code and on-demand.GitHub Satellite: A community connected by codeOn May 6th, we threw a free virtual event featuring developers working together on the world’s software, announcements from the GitHub team, and inspiring performances by artists who code.More information: https://githubsatellite.comSchedule: https://githubsatellite.com/schedule/"
FOLCaZ9CbzA,Putting GitHub at your fingertips - GitHub Satellite 2020,GitHub,2020-05-07,07:46:12,609,13,13,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github satellite', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'innersource', 'enterprise software', 'github satellite 2020']","Let’s face it, the future of software is where you can accomplish your tasks wherever you want and however you prefer to work. Accordingly, GitHub has expanded its toolset to provide you new experiences this year via GitHub Mobile and GitHub CLI Beta and improved experiences via GitHub Desktop. These three products represent the extended GitHub experience to provide you the right tools to be productive with your work at your fingertips. You deserve nothing less.In this talk, we’ll take a deeper dive into typical Git and GitHub workflows like pushing your code and opening a pull request, reviewing code, and switching contexts and how you can increase your productivity by leveraging GitHub Mobile, CLI Beta, and Desktop.GitHub Satellite: A community connected by codeOn May 6th, we threw a free virtual event featuring developers working together on the world’s software, announcements from the GitHub team, and inspiring performances by artists who code.More information: https://githubsatellite.comSchedule: https://githubsatellite.com/schedule/"
0SAtaNjdViI,A lap around GitHub One - GitHub Satellite 2020,GitHub,2020-05-07,07:46:29,513,7,7,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github satellite', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'innersource', 'enterprise software', 'github satellite 2020']","Presented by Mario Rodriguez, Senior Director of Product Management, GitHubGitHub One offers enterprises the best of GitHub, all in one place. Tune into this demo-packed session to see what GitHub One can do for your enterprise—and learn about new products and features of GitHub that you've yet to discover if you've only been using it for open source development. GitHub Satellite: A community connected by codeOn May 6th, we threw a free virtual event featuring developers working together on the world’s software, announcements from the GitHub team, and inspiring performances by artists who code.More information: https://githubsatellite.comSchedule: https://githubsatellite.com/schedule/"
rOaShvTmZFk,Accelerating cloud native deployment with GitHub Actions and AWS - GitHub Satellite 2020,GitHub,2020-05-07,07:46:01,357,2,2,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github satellite', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'innersource', 'enterprise software', 'github satellite 2020']","Presented by Christian Weber, Amazon AWSFor many developers, deploying to the cloud is a challenging journey: Selecting the 'right' tools, writing deployment scripts, and choosing a cloud provider can be a daunting task for developers looking to go Cloud Native for their application, and their organization. GitHub Actions and AWS can make developers' lives easier. But how do you get started? How can a developer deliver an idea and deploy it to the cloud without friction? In this talk, Christian Weber will cover the best practices of using GitHub Actions and AWS, including writing agnostic deployment scripts with GitHub Actions to share across teams; commonly overlooked security risks when deploying via an AWS Pipeline; and how to use GitHub Actions and AWS for A/B and Blue/Green deployment techniques.GitHub Satellite: A community connected by codeOn May 6th, we threw a free virtual event featuring developers working together on the world’s software, announcements from the GitHub team, and inspiring performances by artists who code.More information: https://githubsatellite.comSchedule: https://githubsatellite.com/schedule/"
UVV26xOgdP0,Building Stripe’s remote hub: scaling distributed teams - GitHub Satellite 2020,GitHub,2020-05-07,07:46:18,388,3,3,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github satellite', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'innersource', 'enterprise software', 'github satellite 2020']","One year ago, Stripe created a remote engineering hub - a virtual office for remote engineers, coequal with its physical engineering offices. Aditya Mukerjee, the Remote Hub Site Lead, will share the lessons that Stripe has learned while building a globally distributed engineering team. Whether your team is working remotely temporarily due to COVID-19 or whether you are investing in remote work as a long-term strategy, the discoveries Stripe made along the way can set your team up for success in building high-quality software at scale and working effectively across geographical boundaries.GitHub Satellite: A community connected by codeOn May 6th, we threw a free virtual event featuring developers working together on the world’s software, announcements from the GitHub team, and inspiring performances by artists who code.More information: https://githubsatellite.comSchedule: https://githubsatellite.com/schedule/"
-2UgL63_yB4,Ship it with GitHub Actions and GitHub Packages - GitHub Satellite 2020,GitHub,2020-05-07,07:46:29,1150,26,26,Comments disabled/turned off.,"['git', 'github', 'github universe', 'github satellite', 'collaboration', 'programming', 'version control', 'open source', 'software development', 'octocat', 'innersource', 'enterprise software', 'github satellite 2020']","Presented by Chris Patterson, GitHubIn this demo-packed session, you'll learn how to deploy to any cloud and on-premises with GitHub Actions, a powerful community-powered automation and CI/CD system built directly into GitHub.GitHub Satellite: A community connected by codeOn May 6th, we threw a free virtual event featuring developers working together on the world’s software, announcements from the GitHub team, and inspiring performances by artists who code.More information: https://githubsatellite.comSchedule: https://githubsatellite.com/schedule/"
